tconst	directors	writers
tt0001649	nm0813603	\N
tt0001650	nm0048838	\N
tt0001652	nm0245385	\N
tt0001653	nm0546378	nm0508870,nm0546378
tt0001654	nm0000428	\N
tt0001655	nm0000428	\N
tt0001656	nm0916665,nm0806565	\N
tt0001657	nm0325448	nm0589616
tt0001658	nm0055011,nm0002504	nm0000636,nm0002504,nm0282040
tt0001659	nm0000428	\N
tt0001660	nm0872868	\N
tt0001661	nm0408436	\N
tt0001662	nm0111753	nm0111753
tt0001663	nm0000428	\N
tt0001664	nm0813603	\N
tt0001665	nm0581683	nm0581683
tt0001666	nm0001908	nm0001908
tt0001667	nm0285643	\N
tt0001668	nm0294276	\N
tt0001669	nm0325448	nm0653253
tt0001670	nm0294276	\N
tt0001671	nm0000428	nm0852022
tt0001672	nm0408436	\N
tt0001673	nm0916904	\N
tt0001674	nm0294276	\N
tt0001675	nm0408436	\N
tt0001676	\N	nm3502683
tt0001677	nm0000428	nm0703644
tt0001678	nm0408436	\N
tt0001679	\N	\N
tt0001680	nm0000428	nm0355555
tt0001681	nm0000428	nm0355555
tt0001682	nm0002177	nm0581683
tt0001683	nm0325448	nm1336171
tt0001684	\N	\N
tt0001685	\N	\N
tt0001686	nm0408436	\N
tt0001687	\N	\N
tt0001688	nm0205986	\N
tt0001689	nm0000428	nm0038106
tt0001690	nm0587929	nm0205343
tt0001691	nm0095816,nm0294276	\N
tt0001692	nm0300487	nm0300487
tt0001693	nm0352726	\N
tt0001694	nm0091767	nm0058849
tt0001695	nm0408436	\N
tt0001696	nm0000428	nm0369839
tt0001697	nm0205986	\N
tt0001698	nm0098376,nm1166458	nm0098376,nm1166458
tt0001699	nm0294276	\N
tt0001700	nm0408436,nm0166693	\N
tt0001701	nm0000428	\N
tt0001702	nm0001908	nm0001908
tt0001703	nm0001908	nm0001908
tt0001704	\N	\N
tt0001705	nm0005717	\N
tt0001706	nm0001908	nm0001908
tt0001707	nm0930198	\N
tt0001708	nm0294276	\N
tt0001709	nm0000428	\N
tt0001710	nm0000428	nm0500580
tt0001711	nm0388674	\N
tt0001712	nm0288616	nm1071095
tt0001713	nm0000428,nm0499883	\N
tt0001714	nm0294276	\N
tt0001715	nm0072493	nm0000636
tt0001716	nm0294276	\N
tt0001717	nm0511602	nm0087119,nm0515572
tt0001718	nm0294276	\N
tt0001719	nm0294276	\N
tt0001720	nm0091767	nm0058849
tt0001721	nm0294276	\N
tt0001722	nm0000428	nm0376396
tt0001723	nm0294276	\N
tt0001724	nm0000428	nm0366610,nm0853193
tt0001725	nm0294276	\N
tt0001727	nm0048864	\N
tt0001728	\N	nm0178126
tt0001729	nm0265289	nm0265289
tt0001730	nm0278062	nm0426522
tt0001731	nm0738202	nm0164888,nm0738202
tt0001732	nm0408436	\N
tt0001733	nm0000428	\N
tt0001734	nm0294276	\N
tt0001735	nm0095816,nm0294276	\N
tt0001736	nm0408436	nm0408436
tt0001737	nm0565560,nm0085865	nm0565560
tt0001738	nm0456804,nm0875869	nm0674518,nm0856161
tt0001739	nm0930198	\N
tt0001740	nm0000428	nm0784407
tt0001741	nm0000428	nm0500580
tt0001742	nm0692105	nm0692105
tt0001743	nm0325448	nm0589616
tt0001744	nm0294276	\N
tt0001746	nm0597995	nm0597995
tt0001747	nm0877783	nm0106990,nm0597995
tt0001748	nm0294276	\N
tt0001749	nm0601698	\N
tt0001750	nm0294276	\N
tt0001751	\N	nm0636288
tt0001752	nm0294276	\N
tt0001753	nm0000428	nm0376396
tt0001754	nm0294276	\N
tt0001755	nm0294276	\N
tt0001756	nm0005717,nm0611814	nm0005717,nm0611814
tt0001757	nm0001908	nm0001908
tt0001758	nm0294276	\N
tt0001759	nm0930198	\N
tt0001760	nm0587929	\N
tt0001761	\N	nm0000636
tt0001762	nm0532622	\N
tt0001763	nm0000428	nm0681933
tt0001764	nm0023107	\N
tt0001765	\N	\N
tt0001766	nm0294276	\N
tt0001767	nm0408436	\N
tt0001768	nm0294276	\N
tt0001769	nm0000428	nm0094017
tt0001770	nm0002177	\N
tt0001771	nm0784407	nm0041858
tt0001772	nm0408436	\N
tt0001773	nm0309163	\N
tt0001774	nm0408436	\N
tt0001775	nm0725529	nm0172731,nm0926514
tt0001776	nm0511729	nm0216211
tt0001777	\N	\N
tt0001778	\N	nm0742633
tt0001779	nm0408436	\N
tt0001780	nm0088881	\N
tt0001781	\N	\N
tt0001782	nm0581683	nm0581683,nm0780884
tt0001783	nm0001908	nm0001908
tt0001784	nm0294276	\N
tt0001785	nm0738202	\N
tt0001786	nm0002177	\N
tt0001787	nm0408436	nm0408436
tt0001788	nm0095816,nm0294276	\N
tt0001789	nm0000428	nm0377289
tt0001790	nm0135052	nm0135053,nm0401076
tt0001791	nm0205986	nm0581683
tt0001792	\N	\N
tt0001793	nm0294276	\N
tt0001794	nm0095816,nm0294276	\N
tt0001795	nm0005717	\N
tt0001796	nm0005717	\N
tt0001797	nm0692105	\N
tt0001798	\N	nm0001908
tt0001799	nm0029253	\N
tt0001800	nm0294276	\N
tt0001801	nm0394399	nm0001908
tt0001803	nm0511143	nm0401744
tt0001804	nm0294276,nm0095816	\N
tt0001805	nm0294276	\N
tt0001806	\N	\N
tt0001807	nm0408436	nm0408436
tt0001808	nm0000428	nm0376442
tt0001809	nm0048838	\N
tt0001810	nm0294276	\N
tt0001811	nm0646058	nm0099105,nm0310155
tt0001812	nm0294276	nm0814668
tt0001813	nm0000428	nm0009926
tt0001814	nm0294276	\N
tt0001815	nm0916665,nm0692105	nm0916665
tt0001816	\N	nm0001908
tt0001817	\N	\N
tt0001818	nm0000428	\N
tt0001820	nm0001908	nm0001908
tt0001821	nm0001908	nm0001908
tt0001822	nm0001908	nm0001908
tt0001823	\N	\N
tt0001824	nm0806961,nm0875869	nm0107543,nm0137414
tt0001825	nm0001908	nm0001908
tt0001826	nm0511729	\N
tt0001827	nm0784407,nm0288616	\N
tt0001828	nm0294276	\N
tt0001829	nm0294276	\N
tt0001830	\N	\N
tt0001831	nm0551375	nm0115203,nm0551375
tt0001832	nm0043881,nm0170863	\N
tt0001833	nm0245385	nm0245385
tt0001834	nm0048478	\N
tt0001835	nm0288616	nm0612348
tt0001836	nm0001908	nm0001908
tt0001837	nm0325448	\N
tt0001838	\N	\N
tt0001839	nm0294276	\N
tt0001840	nm0000428	nm0355555
tt0001841	nm0288616	nm0940488
tt0001842	nm0698839	nm0698839
tt0001843	nm0581683	nm0581683
tt0001844	nm0091767	nm0058849
tt0001845	nm0159015	nm0674518,nm0159015
tt0001846	nm0001908	nm0001908
tt0001847	\N	\N
tt0001848	nm0646058	\N
tt0001849	nm0533615	nm0001908
tt0001850	nm0245385	\N
tt0001851	nm0294276	\N
tt0001852	nm0419327	\N
tt0001853	\N	\N
tt0001854	\N	\N
tt0001856	nm0000428	\N
tt0001857	nm0072493	nm0000636
tt0001858	nm0135052	nm0304098
tt0001859	nm0930198	\N
tt0001860	nm0001908	nm0001908
tt0001861	nm0132324,nm0857222	nm0857222
tt0001862	nm0519315	\N
tt0001863	nm0000428	nm0853193
tt0001864	nm0048838	\N
tt0001865	nm0000428	\N
tt0001866	nm0806961,nm0875869	nm0007215
tt0001867	nm0000428	nm0524306
tt0001868	nm0029253	\N
tt0001869	nm0294276	\N
tt0001870	\N	\N
tt0001871	nm0000428	nm0377289
tt0001872	nm0806961,nm0875869	nm0107543,nm0370426
tt0001873	nm0091767	nm0058849
tt0001874	\N	nm0878494
tt0001875	nm0806961,nm0408436	\N
tt0001876	nm0408436	\N
tt0001877	nm0629589	nm0353584,nm0551375
tt0001878	\N	nm0001908
tt0001879	nm0001908	nm0001908
tt0001880	nm0001908	nm0001908
tt0001881	nm0168503	\N
tt0001882	nm0581683	nm0581683
tt0001883	nm0294276	\N
tt0001884	nm0095816,nm0294276	\N
tt0001885	nm0352726	\N
tt0001886	nm0029253	\N
tt0001887	nm0408436	\N
tt0001888	\N	\N
tt0001889	nm0727484	nm0727484,nm0742120
tt0001890	nm0000428	nm0369839
tt0001891	nm0000428	\N
tt0001892	nm0300487	nm0300487,nm2131092
tt0001893	nm0000428	\N
tt0001894	nm0001908	nm0001908
tt0001895	\N	\N
tt0001896	nm0000428	nm0853193
tt0001897	nm0001908	nm0001908
tt0001898	nm0581683	nm0581683
tt0001899	nm0408436	nm0408436
tt0001900	nm0205986	\N
tt0001901	\N	\N
tt0001902	nm0587929	\N
tt0001903	nm0001908	nm0001908
tt0001904	nm0000428	\N
tt0001905	nm0205986	\N
tt0001906	nm0048478	nm0111753
tt0001907	nm0000428	nm0703644
tt0001908	\N	\N
tt0001909	nm0294276	\N
tt0001910	nm0408436	nm0408436
tt0001911	nm0519315	nm0233512,nm0450440,nm0519315
tt0001912	\N	\N
tt0001913	nm0000428	nm0355555
tt0001914	nm0300487	nm0300487,nm0837183
tt0001915	nm0401967	nm0002042,nm0612348
tt0001916	nm0005717	\N
tt0001917	nm0000428	nm0355555
tt0001918	nm0294276	\N
tt0001919	nm0242139	\N
tt0001920	nm0023107	\N
tt0001921	nm0000428	nm0009926
tt0001922	\N	nm0920132
tt0001923	nm0408436,nm0875869	nm0875869
tt0001924	nm0000428	\N
tt0001925	nm0245385	\N
tt0001926	nm0205986	nm0241416
tt0001927	nm0000428	\N
tt0001928	nm0000428	nm0853193
tt0001929	nm0784407	nm0377289
tt0001930	nm0111753	nm0871879
tt0001931	\N	nm0001908
tt0001932	\N	\N
tt0001933	nm0294276	nm0765026
tt0001934	nm0408436	\N
tt0001935	nm0877783	nm0098376,nm0877783
tt0001936	\N	\N
tt0001937	nm0000428	nm0647682
tt0001939	nm0001908	nm0001908
tt0001940	nm0294276	\N
tt0001941	nm0408433	\N
tt0001942	nm0265289	nm0265289
tt0001943	nm0294276	\N
tt0001944	nm0294276	\N
tt0001945	nm0294276	\N
tt0001946	nm0001908	nm0001908
tt0001947	\N	\N
tt0001948	nm0091767,nm0877783	nm0257866,nm0180077,nm1590986,nm0877783
tt0001949	nm0000428	\N
tt0001950	nm0001908	nm0001908
tt0001951	nm0000428	\N
tt0001952	\N	nm0001908
tt0001954	nm0002177	\N
tt0001955	nm0294276,nm0095816	\N
tt0001956	nm0577734	\N
tt0001957	nm0736288	nm0528064
tt0001959	\N	\N
tt0001960	nm0000428	nm0062934
tt0001961	nm0352726	\N
tt0001962	nm0587929	nm0205343
tt0001963	nm0088881	nm4798267,nm1437660
tt0001964	nm0300487	nm0954390
tt0001965	nm0087250	\N
tt0001966	nm0784407	nm0675226
tt0001967	nm0275421	\N
tt0001968	nm0000428	nm0377289
tt0001969	nm0000428	nm0355555
tt0001970	nm0001908	nm0001908
tt0001971	nm0325448	nm0325448
tt0001972	nm0001908	nm0001908
tt0001973	nm0000428	\N
tt0001974	nm0001908	nm0001908
tt0001975	nm0877783	nm0916906
tt0001976	nm0001908	nm0001908,nm1680332
tt0001977	nm0577654	\N
tt0001978	nm0000428	nm0856161
tt0001979	\N	\N
tt0001980	nm0408436	\N
tt0001981	nm0091767	\N
tt0001982	nm0692105	nm0692105
tt0001983	nm0000428	nm0366610,nm0940488
tt0001984	nm0784407,nm0499883	nm0095695,nm0377289
tt0001985	\N	\N
tt0001986	nm0095816,nm0294276	\N
tt0001987	nm0000428	nm0377289
tt0001988	nm0294276	\N
tt0001989	nm0000428	nm0852022
tt0001990	nm0245385	\N
tt0001992	nm0350695	\N
tt0001993	nm0605942	nm0304098
tt0001994	nm0294276	nm0564946
tt0001995	\N	\N
tt0001996	nm0111753	nm0111762
tt0001997	nm0111753	\N
tt0001998	nm0325670	\N
tt0001999	nm0540217	\N
tt0002000	nm0245385	nm0256221
tt0002001	\N	\N
tt0002002	nm0577654	\N
tt0002003	\N	\N
tt0002004	nm0001908	nm0001908
tt0002005	nm0001908	nm0001908
tt0002006	nm0001908	nm0001908
tt0002007	nm0001908	nm0001908
tt0002008	nm0001908	nm0001908
tt0002009	nm0001908	nm0001908
tt0002010	nm0001908	nm0001908
tt0002011	nm0001908	nm0001908
tt0002012	nm0107543	nm0107543
tt0002013	nm0861002	nm0717468
tt0002014	nm0736288	nm0633478
tt0002015	nm0408436	nm0837989
tt0002016	nm0063413	nm0367363
tt0002017	nm0784407	\N
tt0002018	nm0577654	\N
tt0002019	nm0168503	\N
tt0002020	nm0221142,nm0580197	nm0603447
tt0002021	\N	\N
tt0002022	nm0698839	nm0028916
tt0002023	nm0930198	\N
tt0002024	nm0245385	\N
tt0002025	nm0023107	nm0023107
tt0002026	nm0259235	nm0259235
tt0002027	nm0577654	\N
tt0002028	nm0629589	nm0518840
tt0002029	nm0300487	nm0300487
tt0002030	nm0325448	\N
tt0002031	nm0085865,nm0448682,nm0949648	nm0000636
tt0002033	nm0273205,nm0087250	\N
tt0002034	nm0784407	\N
tt0002035	nm0717281	nm0717281
tt0002036	nm0784407	\N
tt0002037	nm0717281	\N
tt0002038	\N	nm0355555
tt0002039	\N	\N
tt0002040	nm0646844	\N
tt0002041	nm0000428	nm0377289
tt0002042	nm0725529	nm0725529
tt0002043	nm0930198	\N
tt0002044	nm0294276	\N
tt0002045	nm0285643	\N
tt0002046	nm0168503	\N
tt0002047	\N	\N
tt0002048	nm0119138	\N
tt0002049	nm0119138	\N
tt0002050	\N	\N
tt0002051	nm0408436	nm0794405,nm0408436,nm0583645
tt0002052	\N	nm0234762
tt0002053	nm0784407	\N
tt0002054	nm0000428	nm0377289
tt0002055	nm0784407	\N
tt0002056	nm0823088	nm0823088
tt0002057	nm0877783	nm0717468
tt0002058	nm0577654	nm0452516
tt0002059	nm0806565	\N
tt0002060	\N	nm0375871
tt0002061	\N	\N
tt0002062	\N	\N
tt0002063	nm0111753	nm0956071
tt0002064	nm0000428	nm0377289
tt0002065	nm0000428,nm0524306	nm0377289
tt0002066	nm0000428	nm0369839
tt0002067	nm0930198	\N
tt0002068	nm0000428	nm0038106,nm0115203
tt0002069	nm0533615	nm0001908
tt0002070	nm0784407	\N
tt0002071	nm0725529	nm0725529
tt0002072	nm0001908	nm0001908
tt0002073	nm0001908	nm0001908
tt0002074	nm0001908	nm0001908
tt0002075	nm0001908	nm0001908
tt0002076	nm0275941	\N
tt0002077	nm0532072	\N
tt0002078	nm0000428	nm0000428
tt0002079	nm0119138	nm0355555
tt0002080	nm0872868,nm0048478	\N
tt0002081	nm0872868	nm0872868
tt0002082	nm0000428	nm0000859
tt0002083	nm0096705,nm0665163	nm0392955,nm0549460,nm0665163
tt0002084	nm0245385	\N
tt0002085	nm0095816,nm0294276	\N
tt0002086	nm0111753	\N
tt0002087	nm0085865,nm0872868	nm0282040,nm0717281,nm0000636
tt0002088	nm0851633	\N
tt0002089	nm0294276	nm0617737
tt0002090	nm0949648	nm0857203,nm0949648
tt0002091	nm0005717	\N
tt0002092	nm0533954	nm0663860
tt0002093	nm0000428	nm0000428
tt0002094	nm0294276	\N
tt0002095	nm0000428	nm0524306
tt0002096	\N	\N
tt0002097	nm0000428	nm0377289
tt0002098	nm0587929	nm0115162
tt0002099	nm0806565	\N
tt0002100	nm0048478	nm0717468
tt0002101	nm0309130	nm0765026,nm0309130
tt0002102	nm0408436	\N
tt0002103	\N	\N
tt0002104	nm0107543	nm0107543
tt0002105	nm0205986	nm0581683,nm0649162
tt0002106	nm0784407	\N
tt0002107	nm0577654	\N
tt0002108	nm0285643,nm0408436	\N
tt0002109	nm0408436	\N
tt0002110	nm0408436	\N
tt0002111	nm0132324	nm0633215
tt0002112	\N	\N
tt0002113	nm0617588	nm0617588,nm0894523
tt0002114	nm0111753,nm0007221	\N
tt0002115	\N	nm0304098
tt0002116	nm0692105	nm0581683,nm1723261
tt0002117	nm0111753	\N
tt0002118	nm0581683	nm0581683
tt0002119	nm0738202	\N
tt0002120	nm0408436	\N
tt0002121	nm0000428	nm0009926
tt0002122	nm0629589	nm0115160
tt0002123	nm0725529	\N
tt0002124	nm0872868	\N
tt0002125	nm0717281	nm0717281
tt0002126	nm0285643	nm0818080
tt0002127	\N	nm0001908
tt0002128	nm0581683	nm0581683
tt0002129	nm0533615	nm0001908,nm1073527
tt0002130	nm0078205,nm0655824,nm0209738	nm0019604
tt0002131	nm0884879	\N
tt0002132	nm0119138	\N
tt0002133	nm0784407	nm0376396
tt0002134	nm0492742	\N
tt0002135	nm0784407	\N
tt0002136	nm0698839,nm0858158	\N
tt0002137	nm0408436	nm0408436,nm0818080
tt0002138	nm0784407	\N
tt0002139	\N	\N
tt0002140	nm0738202	\N
tt0002141	nm0294276	nm0241404,nm0257866
tt0002142	nm0408436	\N
tt0002143	nm0376529	nm2583229,nm2544950,nm0829044,nm0838370
tt0002144	nm0532622	nm0532622
tt0002145	nm0585495	\N
tt0002146	nm0577654	\N
tt0002147	nm0119138	\N
tt0002148	nm0784407	\N
tt0002149	nm0784407	\N
tt0002150	nm6955979	nm0581683
tt0002151	nm0459319	nm0536368
tt0002152	\N	nm5168498
tt0002153	nm0773654	nm0458071
tt0002154	\N	\N
tt0002155	\N	\N
tt0002156	nm0005717	nm0005717
tt0002157	nm0488932	nm0390586,nm0488932
tt0002158	nm0294276	\N
tt0002159	nm0784407	nm0635667
tt0002160	nm0511729	nm0511729
tt0002161	\N	\N
tt0002162	nm0000428	nm0000428
tt0002163	nm0823150	nm0903959
tt0002164	nm0401967	nm0717281
tt0002165	nm0005717	nm0005717
tt0002166	\N	\N
tt0002167	nm0389352	nm0834529
tt0002168	\N	nm1267949
tt0002169	nm0916904	nm0916904
tt0002170	nm0784407	\N
tt0002171	nm0784407	nm0018392
tt0002172	nm0000428	nm0377289
tt0002173	\N	\N
tt0002174	nm0245385	\N
tt0002175	\N	nm0370426
tt0002176	nm0000428	\N
tt0002177	nm0000428	nm0000428
tt0002178	nm0725529	nm0725529
tt0002179	nm0376396,nm0784407	nm0376396
tt0002180	nm0005717	nm0005717
tt0002181	nm0869665	nm0520524
tt0002182	nm1291436	nm1291436
tt0002183	nm0111753	\N
tt0002184	nm0784407	\N
tt0002185	nm0577654	\N
tt0002186	nm0511155	nm1921007,nm0511155
tt0002187	nm0587929	nm0581683
tt0002188	nm0408436	\N
tt0002189	nm0789748	nm0581683
tt0002190	nm0000428	nm0355555
tt0002191	nm0285643,nm0408436	\N
tt0002192	\N	\N
tt0002193	nm0325448	nm0589616
tt0002194	nm0054977	\N
tt0002195	nm0551375	nm0071745,nm0551375
tt0002196	nm0448682	\N
tt0002197	nm0000428	nm0000428
tt0002198	nm0869665	nm0350514,nm0869665,nm1129529
tt0002199	nm0646058	nm0310155
tt0002200	nm0923603	nm0923603
tt0002201	nm0408436	\N
tt0002202	nm0099901	\N
tt0002203	nm0784407	\N
tt0002204	nm0294276	\N
tt0002205	\N	nm0458691
tt0002206	nm0532622	nm0532622
tt0002207	nm0294276	\N
tt0002208	nm0000428	nm0377289
tt0002209	nm0119138	\N
tt0002210	nm0325448	nm0290822
tt0002211	nm0227602	nm5168498
tt0002212	nm0000428	nm0062934
tt0002213	nm0132324	nm0132324,nm0561960
tt0002214	nm0000428	nm0366610,nm0853193
tt0002215	nm0408433	nm0108049
tt0002216	nm0000428	nm0377289
tt0002217	\N	\N
tt0002218	nm0789748	nm0581683
tt0002219	nm0789748	nm0842357
tt0002220	nm0000428	\N
tt0002221	nm0823088	nm1416083,nm0823088
tt0002222	nm0132324	nm0058849
tt0002223	\N	nm1672152
tt0002224	nm0784407	\N
tt0002225	nm0325448	nm0170401
tt0002226	nm0823088	nm0823088
tt0002227	\N	nm0112898
tt0002228	nm0662442	nm0629757
tt0002229	nm0784407	nm0909708
tt0002230	nm0408436	nm0408436
tt0002231	nm0000428	nm0377289
tt0002232	nm0784407	nm0388062
tt0002233	nm0784407	\N
tt0002234	nm0803705	nm0536368,nm0803705
tt0002235	nm0736288	\N
tt0002236	nm0408433	nm0108049,nm0408433
tt0002237	nm0806565	\N
tt0002238	nm0806565	\N
tt0002239	\N	\N
tt0002240	nm0806565	\N
tt0002241	nm0000428	nm0377289
tt0002242	nm0294276	\N
tt0002243	nm0309130	\N
tt0002244	nm0000428	nm0377289
tt0002245	nm0102643	\N
tt0002246	nm0119138	\N
tt0002247	nm0176699,nm0265289	\N
tt0002248	nm0784407	nm0383528
tt0002249	nm0581683	nm0581683
tt0002250	nm0806565	\N
tt0002251	nm0784407	\N
tt0002252	nm0036048	\N
tt0002253	nm0000428	nm0940488
tt0002254	\N	\N
tt0002255	nm0784407	nm0376396
tt0002256	nm0176699	\N
tt0002257	nm0930198	\N
tt0002258	nm0366742	\N
tt0002259	nm0930198	nm0842976
tt0002260	nm0565560	nm0565560
tt0002261	nm0111753	nm0623817
tt0002262	nm0304098	nm0304098
tt0002263	nm0309130	\N
tt0002264	nm0205986	nm0581683
tt0002265	nm0813603	\N
tt0002266	nm0000428	nm0366610,nm0853193
tt0002267	nm0127511	nm0853193
tt0002268	nm0000428	nm0853193
tt0002269	nm0160280	nm0160280
tt0002270	nm0001908	nm0001908
tt0002271	nm0725529	\N
tt0002272	nm0872868	nm0717281,nm0000636
tt0002273	nm0000428	nm0377289
tt0002274	nm0577654	\N
tt0002276	nm0294276	\N
tt0002277	nm0000428	nm0377289
tt0002278	nm0000428	nm0377289
tt0002279	nm0581683	nm0581683
tt0002280	nm0784407	nm0120581
tt0002281	nm0408436,nm0285643	nm0837989
tt0002282	nm0000428	nm0852022
tt0002283	nm0717281	nm0717281
tt0002284	nm0869665,nm0154352	nm0869665
tt0002285	\N	\N
tt0002286	nm0294276	\N
tt0002287	nm0000428	nm0377289
tt0002288	nm0448682	\N
tt0002289	nm0717281	nm0717468
tt0002290	nm0784407	nm0376396
tt0002291	nm0577654	\N
tt0002292	nm0738202	\N
tt0002293	nm0132324	nm0106990,nm0132324
tt0002294	nm0300487	nm0300487
tt0002295	nm0107543,nm0877783	nm0102935,nm0107543
tt0002296	nm0085865	nm0612348,nm0779797
tt0002297	\N	\N
tt0002298	nm0408436	\N
tt0002299	\N	\N
tt0002300	nm0036048	nm0410331
tt0002301	\N	\N
tt0002302	nm0000428	nm0681933
tt0002303	nm0000428	nm0377289
tt0002304	nm0036048	nm0036048
tt0002305	nm0127511	\N
tt0002306	nm0170863,nm0294276	\N
tt0002307	nm0205986	nm0581683
tt0002308	nm0930198	\N
tt0002309	nm0949648,nm0085865	nm0108049,nm1118823
tt0002310	\N	nm0852862
tt0002311	nm0132324	nm0058849
tt0002312	nm0294276	\N
tt0002313	nm0581683	nm0581683
tt0002314	\N	\N
tt0002315	nm0168503	\N
tt0002316	nm0325448	nm0589616
tt0002317	nm0245385	nm0245385
tt0002318	nm0000428	nm0377289
tt0002319	nm0111753	nm0186847
tt0002320	nm0205986	nm0355555
tt0002321	nm0160280	nm0160280
tt0002322	\N	\N
tt0002323	nm0533615	nm0001908
tt0002324	nm0553320	nm0107940
tt0002325	nm0005717,nm0168503	\N
tt0002326	nm0376529	nm0518840,nm1644582
tt0002327	nm1282454	\N
tt0002328	nm0294276	\N
tt0002329	nm0002031	nm3523653,nm0797730
tt0002330	nm0784407	\N
tt0002331	nm0784407	\N
tt0002332	nm0784407	\N
tt0002333	nm0300487	nm0300487
tt0002334	nm0063413	nm0063413
tt0002335	nm0063413,nm0550220	\N
tt0002336	nm0923603	nm0663860
tt0002337	\N	\N
tt0002338	\N	\N
tt0002339	\N	\N
tt0002340	nm0511729	nm0511729
tt0002341	nm0717281	nm0209331
tt0002342	nm0000428	nm0000428,nm0518711,nm0940488
tt0002343	nm0000428	nm0377289
tt0002344	nm0245385	\N
tt0002345	nm0294276	\N
tt0002346	nm0205986,nm0002177	nm0002042
tt0002347	nm0029253	\N
tt0002348	nm0350695,nm0823150	nm0051304,nm1818289
tt0002349	nm0304098	nm0304098
tt0002350	nm0000428	nm0000428
tt0002351	nm0205986	\N
tt0002352	nm0160280	nm0160280
tt0002353	\N	\N
tt0002354	nm0503415,nm0511729	nm0511729
tt0002355	nm0511729	nm0511729
tt0002356	\N	\N
tt0002357	nm0000428	\N
tt0002358	nm0641967,nm0376529	nm0518840,nm0000636
tt0002359	nm0408436	\N
tt0002360	nm0784407	\N
tt0002361	nm0519315	nm0397669,nm0519315
tt0002362	nm0294276	\N
tt0002363	\N	\N
tt0002364	nm0662442	nm0662442
tt0002365	nm0806565	\N
tt0002366	nm0294276	\N
tt0002368	nm0546378	nm0329924,nm0546378
tt0002369	nm0532622	\N
tt0002370	nm0111753,nm0401967	nm0612348
tt0002371	nm0132324	nm0132324,nm0241416
tt0002372	nm0005717	\N
tt0002373	nm0830249	nm0830249
tt0002374	nm0245385	\N
tt0002375	nm0135052	nm0304098
tt0002376	nm0533615	nm0001908
tt0002377	nm0784407	\N
tt0002378	nm0376396	nm0940488
tt0002379	nm0205986	nm0002042
tt0002380	nm0111753,nm0007221	\N
tt0002381	nm0000428	nm0000428,nm0002616
tt0002382	nm0000428	nm0002616
tt0002383	nm0000428	nm0000428
tt0002384	nm0419327	nm0520524
tt0002385	\N	\N
tt0002386	nm0000428	nm0377289
tt0002387	nm0784407	nm0376396
tt0002388	nm0923603	nm0127511,nm0209322
tt0002389	nm0789748	nm2289198
tt0002390	nm0784407	\N
tt0002391	nm0000428	nm0002616,nm0547966
tt0002392	nm0111753	nm0601061,nm0612348
tt0002393	nm0102643	\N
tt0002394	nm0694602	\N
tt0002395	nm0304098	nm0304098
tt0002396	nm0294276	\N
tt0002397	nm0325448	nm0653253
tt0002398	nm0784407	nm0071852
tt0002399	nm0036048	nm0036048
tt0002400	nm0000428	nm0377289
tt0002401	nm0000428	nm0852022
tt0002402	nm0294276	\N
tt0002403	nm0789748	nm0002771
tt0002404	nm0132324	nm0048512
tt0002405	\N	nm0002042
tt0002406	nm0072872	nm0072872,nm0002042
tt0002407	nm0789748	nm0244079,nm0581683
tt0002408	nm0000428	nm0377289
tt0002409	nm0000428	nm0377289
tt0002410	nm0294276	\N
tt0002411	\N	\N
tt0002412	nm0000428,nm0524306	nm0377289
tt0002413	nm0533615	\N
tt0002414	nm0725529	nm0725529
tt0002415	nm0000428	nm0000428
tt0002416	\N	\N
tt0002417	nm0725529	\N
tt0002418	nm0806565	\N
tt0002419	nm0325448	\N
tt0002420	nm0930198	nm0581683
tt0002421	nm0002177	nm0112130
tt0002422	\N	\N
tt0002423	nm0523932	nm0266183,nm0473134
tt0002424	nm0784407	\N
tt0002425	\N	\N
tt0002426	nm0784407	\N
tt0002427	\N	\N
tt0002428	nm0577654	\N
tt0002429	\N	\N
tt0002430	nm0350695	\N
tt0002431	nm0304098	nm0304098
tt0002432	nm0005717	\N
tt0002433	nm0577654	\N
tt0002434	nm0366742	\N
tt0002435	nm0245385	\N
tt0002436	nm0577654	\N
tt0002437	\N	\N
tt0002438	nm0294276	\N
tt0002439	nm0294276	\N
tt0002440	nm0533615	nm0533615
tt0002441	nm0000428	nm0000428
tt0002442	nm0000428	nm0377289
tt0002443	\N	\N
tt0002444	\N	nm0011111,nm0682075
tt0002445	nm0345500	nm0797197,nm0345500
tt0002446	\N	\N
tt0002447	nm0119138	\N
tt0002448	nm0119138	\N
tt0002449	nm0243796	\N
tt0002450	nm0001908	nm0001908
tt0002451	\N	nm0000590
tt0002452	nm0218404,nm0108345	nm0108345,nm0218404,nm2384492,nm0636620
tt0002453	nm0408436	\N
tt0002454	nm0132324	nm0355555
tt0002455	nm0577654	\N
tt0002456	nm0597995	\N
tt0002457	nm0036048	nm0036048
tt0002458	nm0023107	\N
tt0002459	nm0001908	nm0001908
tt0002460	nm0245385	\N
tt0002461	nm0130633,nm0443857	nm0443857,nm0000636
tt0002462	nm0784407	\N
tt0002463	nm0448682	nm0410331,nm0612348
tt0002464	nm0784407	\N
tt0002465	nm0036048,nm0085133	nm0050369
tt0002466	nm0789748	nm0364779
tt0002467	nm0294276	\N
tt0002468	nm0005717	\N
tt0002469	nm0000428	nm0377289
