tconst	averageRating	numVotes
tt0010632	5.3	192
tt0010635	5.2	595
tt0010640	4.2	31
tt0010641	6.8	20
tt0010648	4.3	18
tt0010651	6.7	6
tt0010654	4.7	10
tt0010656	5.6	246
tt0010662	4.9	421
tt0010668	5.2	10
tt0010674	6.2	14
tt0010680	6.3	237
tt0010690	5.9	8
tt0010692	7.7	6
tt0010694	6.8	13
tt0010703	6.7	17
tt0010708	5.8	17
tt0010714	8.0	5
tt0010715	6.1	12
tt0010719	7.0	7
tt0010720	6.0	7
tt0010726	6.6	1055
tt0010729	6.2	12
tt0010732	5.7	172
tt0010733	7.0	6
tt0010747	6.7	2626
tt0010754	6.5	43
tt0010755	6.9	157
tt0010757	7.3	219
tt0010764	6.8	16
tt0010766	7.1	24
tt0010767	6.8	44
tt0010781	2.8	10
tt0010791	6.5	64
tt0010793	6.5	11
tt0010795	7.0	21
tt0010799	6.2	9
tt0010806	7.0	1602
tt0010813	7.8	5
tt0010821	6.6	448
tt0010822	6.2	12
tt0010827	7.0	5
tt0010844	6.6	332
tt0010847	6.4	16
tt0010849	6.0	14
tt0010853	6.7	153
tt0010859	6.3	34
tt0010865	6.1	7
tt0010871	5.4	16
tt0010874	5.1	9
tt0010879	6.9	776
tt0010890	6.4	339
tt0010892	6.3	10
tt0010900	2.1	10
tt0010903	6.4	5
tt0010905	8.2	25
tt0010912	7.0	5
tt0010915	6.3	15
tt0010920	6.4	18
tt0010925	5.5	722
tt0010926	7.0	5
tt0010930	6.4	408
tt0010940	4.8	12
tt0010941	5.7	9
tt0010942	4.3	7
tt0010943	3.2	20
tt0010947	6.8	29
tt0010949	1.0	10
tt0010950	4.9	12
tt0010953	6.2	140
tt0010954	6.2	5
tt0010958	6.6	15
tt0010960	3.7	9
tt0010962	6.6	577
tt0010963	5.0	6
tt0010964	6.4	129
tt0010965	5.1	22
tt0010967	5.6	11
tt0010968	4.0	13
tt0010969	6.7	315
tt0010978	5.0	5
tt0010987	6.4	26
tt0010994	6.3	9
tt0011000	6.7	1083
tt0011001	6.3	11
tt0011002	6.2	5
tt0011011	5.3	15
tt0011012	5.2	13
tt0011016	5.3	15
tt0011024	5.2	17
tt0011025	5.3	6
tt0011031	6.2	52
tt0011036	5.8	11
tt0011042	6.4	14
tt0011045	6.3	7
tt0011055	5.4	47
tt0011058	6.4	82
tt0011063	6.5	72
tt0011069	5.3	11
tt0011070	7.2	24
tt0011071	7.1	2702
tt0011073	6.8	10
tt0011076	6.0	41
tt0011078	5.7	46
tt0011079	6.2	11
tt0011087	5.4	9
tt0011089	3.6	5
tt0011091	5.6	5
tt0011093	6.0	20
tt0011094	5.5	13
tt0011098	6.2	11
tt0011110	6.9	9
tt0011112	3.8	5
tt0011114	6.0	10
tt0011117	7.7	60
tt0011118	5.6	8
tt0011123	5.6	74
tt0011124	4.0	5
tt0011126	4.0	5
tt0011127	7.1	14
tt0011128	6.4	101
tt0011129	4.7	26
tt0011130	7.0	4771
tt0011131	5.4	132
tt0011133	6.9	8
tt0011134	5.8	6
tt0011135	4.0	5
tt0011136	4.6	48
tt0011137	5.4	15
tt0011144	6.9	1282
tt0011148	2.1	12
tt0011149	1.7	9
tt0011151	5.2	5
tt0011154	4.8	11
tt0011157	6.6	717
tt0011163	5.7	34
tt0011167	5.4	5
tt0011172	5.6	10
tt0011173	6.2	124
tt0011174	6.4	19
tt0011191	6.5	13
tt0011193	6.6	293
tt0011195	7.2	5
tt0011197	4.9	9
tt0011204	3.6	5
tt0011205	6.3	14
tt0011208	7.4	5
tt0011211	5.9	16
tt0011216	6.6	24
tt0011217	6.4	311
tt0011221	6.0	852
tt0011222	6.4	8
tt0011223	6.8	816
tt0011224	5.4	11
tt0011228	3.3	27
tt0011232	4.5	8
tt0011234	4.1	14
tt0011237	7.2	6612
tt0011238	5.8	12
tt0011239	4.3	9
tt0011241	3.3	19
tt0011243	4.2	8
tt0011246	4.2	6
tt0011253	5.6	53
tt0011256	5.1	21
tt0011257	5.4	9
tt0011263	6.7	1157
tt0011265	5.2	9
tt0011267	5.1	260
tt0011273	5.0	8
tt0011277	7.6	70
tt0011280	5.3	9
tt0011281	2.3	6
tt0011284	6.4	10
tt0011288	4.2	5
tt0011291	5.2	9
tt0011293	6.9	1022
tt0011294	7.1	165
tt0011298	4.5	30
tt0011301	5.6	8
tt0011302	6.9	187
tt0011303	6.0	10
tt0011309	3.6	23
tt0011313	6.5	77
tt0011317	6.2	136
tt0011318	3.1	15
tt0011324	5.5	84
tt0011325	6.2	9
tt0011327	6.8	13
tt0011336	4.9	18
tt0011339	4.9	11
tt0011344	6.2	108
tt0011348	7.1	96
tt0011350	6.6	10
tt0011353	6.0	9
tt0011358	6.6	333
tt0011361	4.8	6
tt0011362	6.8	97
tt0011365	4.4	9
tt0011368	6.4	22
tt0011369	6.0	113
tt0011370	6.8	323
tt0011371	6.7	265
tt0011385	4.7	6
tt0011387	6.7	1106
tt0011393	5.4	71
tt0011394	6.6	37
tt0011396	5.8	33
tt0011401	6.0	84
tt0011413	4.1	14
tt0011414	4.9	143
tt0011415	5.9	107
tt0011419	4.4	5
tt0011421	2.7	13
tt0011422	4.4	5
tt0011428	5.7	18
tt0011431	4.2	5
tt0011433	3.0	20
tt0011435	4.5	10
tt0011439	7.1	2151
tt0011440	6.6	195
tt0011450	7.2	16
tt0011454	6.7	7
tt0011459	5.9	23
tt0011462	6.7	7
tt0011470	1.6	11
tt0011471	5.2	12
tt0011474	6.5	130
tt0011481	5.8	24
tt0011487	4.5	14
tt0011489	5.8	5
tt0011495	4.6	11
tt0011499	7.0	65
tt0011502	5.8	5
tt0011506	4.5	8
tt0011507	5.8	11
tt0011508	7.6	3664
tt0011513	5.7	189
tt0011520	2.0	11
tt0011521	7.0	985
tt0011522	6.9	54
tt0011525	6.2	53
tt0011530	6.2	8
tt0011533	5.2	13
tt0011534	5.8	18
tt0011541	8.1	6894
tt0011545	5.8	386
tt0011548	6.3	138
tt0011549	4.2	8
tt0011565	7.4	2015
tt0011568	5.8	24
tt0011569	5.4	5
tt0011571	5.3	13
tt0011575	5.0	10
tt0011577	4.9	13
tt0011587	3.7	7
tt0011588	6.4	355
tt0011594	5.5	13
tt0011598	4.6	9
tt0011603	3.3	29
tt0011604	5.7	11
tt0011607	7.1	1033
tt0011612	5.8	28
tt0011617	6.0	28
tt0011619	7.0	49
tt0011623	6.1	149
tt0011624	4.9	32
tt0011633	6.6	5
tt0011635	5.1	34
tt0011637	4.4	5
tt0011641	6.5	153
tt0011647	5.7	126
tt0011649	6.3	51
tt0011650	6.7	6
tt0011651	7.0	41
tt0011652	6.1	1406
tt0011654	7.0	53
tt0011656	7.8	3526
tt0011662	5.4	21
tt0011667	5.5	13
tt0011676	7.1	46
tt0011679	6.0	266
tt0011687	6.8	6
tt0011689	4.6	5
tt0011691	5.4	10
tt0011692	4.9	13
tt0011693	5.5	10
tt0011694	6.8	9
tt0011695	5.8	15
tt0011714	6.0	5
tt0011716	5.2	576
tt0011717	5.7	80
tt0011721	7.1	94
tt0011722	5.5	220
tt0011723	6.4	768
tt0011731	4.2	14
tt0011735	6.4	20
tt0011738	6.0	11
tt0011741	6.3	210
tt0011742	6.1	627
tt0011753	5.5	169
tt0011756	6.5	14
tt0011757	6.4	18
tt0011758	5.7	10
tt0011761	4.0	5
tt0011763	6.4	5
tt0011765	6.2	12
tt0011771	5.3	14
tt0011779	6.5	191
tt0011785	6.5	29
tt0011793	5.0	8
tt0011797	6.2	13
tt0011805	4.2	12
tt0011807	3.7	15
tt0011808	4.4	51
tt0011812	4.7	11
tt0011816	5.3	11
tt0011830	5.9	36
tt0011833	6.9	428
tt0011837	6.1	357
tt0011841	7.4	4971
tt0011845	6.5	12
tt0011848	6.7	82
tt0011849	6.4	11
tt0011855	6.6	18
tt0011858	4.8	8
tt0011860	5.4	10
tt0011865	6.7	1324
tt0011866	5.0	11
tt0011870	6.3	2483
tt0011874	6.7	39
tt0011877	6.4	19
tt0011880	6.4	12
tt0011881	6.0	31
tt0011886	6.8	19
tt0011890	5.6	8
tt0011901	6.8	5
tt0011904	6.8	1044
tt0011906	5.3	36
tt0011907	4.1	11
tt0011908	6.0	102
tt0011909	6.6	1209
tt0011912	6.2	6
tt0011914	6.2	11
tt0011916	6.2	26
tt0011918	6.2	6
tt0011922	6.6	660
tt0011923	5.8	10
tt0011925	5.5	22
tt0011927	6.9	7
tt0011929	7.0	29
tt0011935	4.7	7
tt0011938	6.2	20
tt0011939	4.7	14
tt0011942	7.0	33
tt0011944	5.0	9
tt0011948	6.9	365
tt0011949	6.1	47
tt0011950	6.9	10
tt0011952	7.0	12
tt0011953	5.2	31
tt0011956	6.2	6
tt0011958	6.9	34
tt0011960	7.0	1025
tt0011966	7.0	8
tt0011968	4.6	35
tt0011969	7.0	6
tt0011973	5.9	12
tt0011974	5.3	6
tt0011977	6.8	8
tt0011979	6.8	498
tt0011980	6.8	11
tt0011984	7.1	2872
tt0011988	5.2	40
tt0011990	6.8	25
tt0011998	6.6	30
tt0011999	6.3	87
tt0012006	7.4	27
tt0012016	6.4	170
tt0012017	6.9	35
tt0012023	7.4	21
tt0012027	6.6	876
tt0012028	1.7	9
tt0012045	5.8	9
tt0012048	6.5	11
tt0012067	6.8	30
tt0012068	6.7	417
tt0012071	5.3	12
tt0012077	6.1	9
tt0012079	6.8	13
tt0012087	6.9	27
tt0012091	5.0	7
tt0012092	6.6	30
tt0012096	5.6	19
tt0012102	4.2	28
tt0012104	6.6	7
tt0012105	5.6	12
tt0012107	6.2	45
tt0012109	6.1	13
tt0012111	6.8	17
tt0012114	6.1	10
tt0012117	6.1	11
tt0012118	6.2	6
tt0012122	5.5	134
tt0012123	6.8	365
tt0012125	6.4	116
tt0012134	7.0	362
tt0012136	6.4	268
tt0012153	6.2	33
tt0012159	4.9	14
tt0012164	7.8	5
tt0012168	6.2	11
tt0012174	6.9	29
tt0012175	6.4	207
tt0012181	6.8	21
tt0012187	6.4	124
tt0012189	3.6	16
tt0012190	7.2	3061
tt0012192	5.1	15
tt0012194	4.1	28
tt0012202	6.2	11
tt0012205	5.9	24
tt0012219	5.9	11
tt0012224	7.7	3705
tt0012226	5.8	11
tt0012227	5.6	17
tt0012238	6.6	12
tt0012248	7.0	43
tt0012249	7.0	382
tt0012253	7.0	1945
tt0012255	7.0	2565
tt0012273	5.8	13
tt0012278	7.6	2571
tt0012281	6.8	209
tt0012284	6.9	17
tt0012285	4.8	5
tt0012293	6.5	32
tt0012297	9.4	12
tt0012298	6.9	10
tt0012303	6.2	668
tt0012304	7.4	3179
tt0012305	6.8	13
tt0012310	4.8	5
tt0012313	6.7	288
tt0012314	6.6	240
tt0012317	6.9	11
tt0012320	6.9	240
tt0012322	5.8	10
tt0012328	5.2	30
tt0012329	6.6	7
tt0012334	6.8	215
tt0012342	6.2	9
tt0012344	5.9	10
tt0012347	5.9	202
tt0012349	8.3	109404
tt0012350	6.5	14
tt0012352	6.2	12
tt0012358	5.0	6
tt0012362	6.3	7
tt0012364	8.1	10086
tt0012365	5.4	53
tt0012366	6.9	21
tt0012368	5.9	21
tt0012369	7.9	14
tt0012380	5.9	9
tt0012382	6.1	269
tt0012397	6.7	277
tt0012398	6.9	42
tt0012405	5.4	35
tt0012406	7.0	36
tt0012408	6.5	338
tt0012409	6.6	90
tt0012410	6.9	11
tt0012416	7.2	21
tt0012422	6.4	29
tt0012427	6.1	10
tt0012434	5.6	15
tt0012436	6.8	15
tt0012439	6.6	20
tt0012456	4.5	12
tt0012465	7.0	312
tt0012467	6.6	128
tt0012468	6.4	44
tt0012471	6.6	14
tt0012472	6.3	9
tt0012476	5.9	9
tt0012484	5.8	41
tt0012486	6.2	237
tt0012490	5.1	9
tt0012492	6.5	23
tt0012494	7.7	5155
tt0012496	5.3	7
tt0012497	4.9	7
tt0012499	7.5	1530
tt0012505	5.8	8
tt0012512	6.8	713
tt0012513	6.5	209
tt0012514	5.1	13
tt0012520	6.1	19
tt0012529	6.2	16
tt0012532	7.4	4691
tt0012533	5.6	5
tt0012538	6.5	471
tt0012541	6.3	7
tt0012543	6.9	2656
tt0012548	5.6	14
tt0012555	6.1	10
tt0012562	6.3	10
tt0012563	6.2	65
tt0012565	6.3	31
tt0012570	7.5	3707
tt0012581	4.7	10
tt0012583	6.9	9
tt0012591	6.7	21
tt0012600	7.0	39
tt0012618	6.1	27
tt0012619	5.7	12
tt0012620	5.7	1222
tt0012622	4.8	11
tt0012627	6.0	32
tt0012631	6.7	130
tt0012642	6.9	942
tt0012645	6.8	123
tt0012646	6.1	208
tt0012650	6.4	217
tt0012651	6.2	1398
tt0012657	6.5	88
tt0012664	5.8	8
tt0012675	6.4	3059
tt0012682	5.2	5
tt0012684	4.3	18
tt0012685	4.4	14
tt0012689	5.5	20
tt0012695	2.9	15
tt0012696	6.0	5
tt0012699	5.9	111
tt0012701	6.4	49
tt0012710	6.7	7
tt0012716	6.0	12
tt0012724	4.8	6
tt0012725	5.0	7
tt0012730	5.8	6
tt0012734	4.6	30
tt0012739	4.7	26
tt0012740	5.3	44
tt0012745	6.9	137
tt0012746	1.0	12
tt0012747	6.5	11
tt0012752	6.9	848
tt0012754	6.9	28
tt0012755	6.8	163
tt0012763	6.8	1723
tt0012769	5.9	133
tt0012771	5.9	28
tt0012772	1.6	8
tt0012775	6.0	19
tt0012778	5.3	6
tt0012788	6.7	9
tt0012790	6.8	5
tt0012794	7.2	9
tt0012806	6.2	326
tt0012807	4.6	12
tt0012814	5.9	10
tt0012815	6.5	14
tt0012818	4.4	28
tt0012827	6.2	28
tt0012830	6.8	12
tt0012838	5.3	13
tt0012839	6.2	51
tt0012843	6.1	37
tt0012855	7.1	9
tt0012856	5.2	6
tt0012862	5.4	10
tt0012864	5.4	8
tt0012868	7.0	16
tt0012872	8.2	6
tt0012873	6.7	10
tt0012877	4.5	8
tt0012879	8.2	40
tt0012880	5.8	8
tt0012881	6.8	16
tt0012885	6.1	14
tt0012890	6.8	12
tt0012891	4.1	7
tt0012894	5.6	11
tt0012898	4.6	12
tt0012917	7.1	31
tt0012919	6.7	6
tt0012920	5.0	8
tt0012926	7.0	12
tt0012928	6.1	769
tt0012933	6.8	5
tt0012937	6.8	8
tt0012938	6.7	2217
tt0012940	5.9	67
tt0012945	6.9	2320
tt0012948	6.0	10
tt0012949	6.0	27
tt0012952	6.4	1234
tt0012958	6.5	44
tt0012960	2.1	9
tt0012961	1.1	10
tt0012973	6.9	568
tt0012975	6.2	255
tt0012980	5.1	10
tt0012985	6.6	78
tt0012990	6.3	7
tt0012997	5.7	15
tt0012998	3.6	14
tt0012999	5.3	6
tt0013000	6.7	6
tt0013014	5.5	346
tt0013022	6.2	15
tt0013024	5.8	8
tt0013025	7.6	5610
tt0013033	7.1	340
tt0013034	1.6	9
tt0013051	5.4	13
tt0013055	6.9	2114
tt0013059	6.3	344
tt0013071	2.5	10
tt0013075	7.1	1198
tt0013076	6.2	11
tt0013078	6.3	18
tt0013084	6.6	16
tt0013085	6.1	337
tt0013086	7.9	7333
tt0013088	6.8	36
tt0013091	6.8	9
tt0013093	6.6	10
tt0013095	4.9	12
tt0013096	5.8	59
tt0013099	7.2	2382
tt0013107	5.1	9
tt0013109	6.8	5
tt0013110	5.0	8
tt0013114	5.0	5
tt0013117	6.1	9
tt0013118	6.3	48
tt0013121	6.4	8
tt0013122	6.5	119
tt0013127	6.1	103
tt0013132	5.4	5
tt0013134	6.2	152
tt0013135	6.9	10
tt0013137	8.0	8
tt0013139	6.1	9
tt0013140	7.0	3080
tt0013145	6.3	6
tt0013149	5.0	236
tt0013151	7.7	23
tt0013158	6.5	1820
tt0013169	6.5	361
tt0013170	6.3	11
tt0013182	7.0	27
tt0013189	6.0	8
tt0013193	6.3	53
tt0013194	5.5	58
tt0013201	7.0	1621
tt0013211	6.4	52
tt0013212	5.3	6
tt0013221	6.2	12
tt0013223	4.9	226
tt0013224	6.9	7
tt0013227	5.5	11
tt0013230	6.1	8
tt0013236	5.9	9
tt0013244	6.0	8
tt0013250	5.0	7
tt0013253	6.8	8
tt0013254	6.5	23
tt0013255	5.0	9
tt0013257	7.7	11835
tt0013263	7.0	43
tt0013264	6.6	8
tt0013267	4.7	9
tt0013274	4.4	5
tt0013275	6.5	70
tt0013276	4.1	14
tt0013278	6.6	5
tt0013281	7.1	83
tt0013283	6.7	12
tt0013284	7.0	25
tt0013288	4.8	14
tt0013293	6.6	11
tt0013299	4.7	7
tt0013301	6.8	26
tt0013303	4.6	10
tt0013304	8.3	29
tt0013312	6.3	133
tt0013321	3.8	24
tt0013322	8.7	19
tt0013323	5.3	392
tt0013332	6.7	269
tt0013336	6.7	22
tt0013339	5.4	8
tt0013341	6.0	665
tt0013342	6.7	74
tt0013343	5.5	42
tt0013344	6.2	9
tt0013356	7.0	13
tt0013359	4.6	7
tt0013363	5.8	11
tt0013367	5.4	226
tt0013368	6.2	11
tt0013369	6.7	33
tt0013372	6.2	415
tt0013373	6.7	52
tt0013376	6.2	12
tt0013386	6.6	293
tt0013388	5.8	25
tt0013402	6.7	335
tt0013404	6.5	311
tt0013406	7.4	7
tt0013407	6.4	8
tt0013410	5.4	5
tt0013416	5.8	328
tt0013417	7.6	5
tt0013422	6.6	1866
tt0013423	3.0	9
tt0013425	5.9	10
tt0013427	7.6	10615
tt0013428	6.9	116
tt0013433	5.4	10
tt0013436	5.6	8
tt0013439	6.9	23
tt0013442	7.9	86769
tt0013450	6.7	707
tt0013451	6.8	9
tt0013452	6.8	11
tt0013454	5.9	17
tt0013455	6.9	9
tt0013458	6.2	98
tt0013462	6.6	42
tt0013469	6.4	233
tt0013472	7.9	447
tt0013480	6.5	37
tt0013482	5.8	9
tt0013486	7.6	3636
tt0013488	6.8	83
tt0013491	4.2	9
tt0013494	6.2	56
tt0013496	6.9	1530
tt0013500	5.2	9
tt0013501	6.9	53
tt0013502	6.6	7
tt0013506	6.8	51
tt0013511	6.6	16
tt0013512	6.9	98
tt0013513	6.6	5
tt0013515	6.7	454
tt0013520	5.3	221
tt0013524	5.7	25
tt0013527	6.3	10
tt0013534	4.8	9
tt0013535	6.4	11
tt0013538	5.9	20
tt0013540	5.1	17
tt0013555	6.8	45
tt0013556	7.2	1973
tt0013570	5.9	8
tt0013571	6.6	808
tt0013572	5.0	24
tt0013573	6.5	57
tt0013574	6.6	101
tt0013579	6.8	844
tt0013590	5.9	101
tt0013592	6.2	367
tt0013596	3.9	10
tt0013597	5.8	552
tt0013603	4.0	25
tt0013607	5.8	158
tt0013611	6.9	71
tt0013615	3.2	13
tt0013617	5.5	14
tt0013619	6.0	169
tt0013620	5.6	33
tt0013624	6.5	21
tt0013626	6.7	2034
tt0013627	5.2	10
tt0013629	6.7	25
tt0013631	6.6	12
tt0013658	6.9	31
tt0013662	6.9	420
tt0013668	6.6	24
tt0013672	6.7	25
tt0013674	7.0	500
tt0013679	6.9	7
tt0013681	5.6	14
tt0013682	7.5	64
tt0013687	7.1	7
tt0013688	6.6	646
tt0013690	5.3	97
tt0013704	6.0	118
tt0013705	5.8	137
tt0013710	7.0	12
tt0013716	6.2	12
tt0013719	6.5	22
tt0013724	6.0	8
tt0013727	6.9	10
tt0013728	5.9	49
tt0013730	6.8	84
tt0013735	5.1	74
tt0013736	6.8	8
tt0013739	6.2	6
tt0013741	6.6	445
tt0013750	6.3	968
tt0013766	2.2	11
tt0013773	6.2	11
tt0013792	5.5	19
tt0013793	4.9	9
tt0013795	6.7	9
tt0013800	7.9	77
tt0013802	6.3	366
tt0013803	6.5	46
tt0013807	6.5	198
tt0013812	7.8	5
tt0013817	6.6	78
tt0013819	6.2	5
tt0013822	5.6	5
tt0013823	6.5	592
tt0013824	6.1	21
tt0013825	5.8	12
tt0013827	6.0	10
tt0013829	6.4	8
tt0013830	6.8	120
tt0013833	5.2	10
tt0013834	6.8	80
tt0013839	5.5	12
tt0013841	6.6	37
tt0013842	6.6	8
tt0013845	6.8	339
tt0013846	6.8	94
tt0013849	7.3	27
tt0013853	6.0	31
tt0013858	6.6	2586
tt0013861	5.1	7
tt0013864	6.7	12
tt0013865	6.9	91
tt0013866	4.9	16
tt0013867	6.9	14
tt0013868	7.1	91
tt0013871	4.3	11
tt0013872	6.6	34
tt0013877	7.1	9
tt0013879	6.0	9
tt0013882	7.2	12
tt0013885	5.2	23
tt0013886	6.5	10
tt0013892	6.5	32
tt0013896	6.1	51
tt0013901	7.0	10
tt0013902	7.1	18
tt0013903	6.0	10
tt0013905	6.8	12
tt0013906	5.8	17
tt0013908	6.6	21
tt0013909	5.2	320
tt0013912	6.2	53
tt0013916	6.7	110
tt0013917	5.3	10
tt0013920	5.4	8
tt0013921	8.0	5
tt0013925	6.4	18
tt0013926	6.5	27
tt0013930	5.8	32
tt0013932	6.2	60
tt0013933	7.5	1106
tt0013938	3.9	13
tt0013940	6.2	46
tt0013949	5.9	10
tt0013950	5.8	14
tt0013951	6.6	507
tt0013955	5.7	7
tt0013961	5.2	17
tt0013962	6.3	12
tt0013965	6.6	8
tt0013971	5.0	6
tt0013973	6.3	109
tt0013975	6.9	19
tt0013978	5.2	5
tt0013981	6.4	18
tt0013982	6.7	84
tt0013984	5.6	17
tt0013986	5.2	6
tt0013992	5.6	719
tt0013994	6.2	198
tt0014003	6.8	21
tt0014012	6.2	20
tt0014013	6.6	42
tt0014014	7.0	86
tt0014015	5.2	6
tt0014021	4.7	19
tt0014022	6.1	36
tt0014023	6.1	9
tt0014026	8.6	5
tt0014029	6.6	1070
tt0014031	3.4	25
tt0014032	5.8	6
tt0014034	6.6	28
tt0014039	5.8	18
tt0014040	6.4	13
tt0014045	7.3	51
tt0014046	6.4	21
tt0014051	7.0	28
tt0014057	6.2	12
tt0014063	7.1	519
tt0014064	6.2	59
tt0014066	7.4	5
tt0014068	6.9	20
tt0014069	7.1	10
tt0014073	4.2	16
tt0014074	8.2	17
tt0014079	7.0	9
tt0014081	5.7	39
tt0014090	5.0	8
tt0014097	4.4	19
tt0014100	6.5	44
tt0014108	6.9	144
tt0014109	7.1	1087
tt0014110	8.0	5
tt0014112	5.5	114
tt0014113	3.9	8
tt0014116	6.0	6
tt0014118	6.9	14
tt0014127	3.6	15
tt0014137	6.9	45
tt0014138	5.2	20
tt0014139	8.2	6
tt0014141	7.2	12
tt0014142	7.2	4723
tt0014144	5.4	13
tt0014145	4.0	12
tt0014146	6.0	46
tt0014149	5.5	11
tt0014153	5.6	5
tt0014157	5.9	20
tt0014158	7.1	12
tt0014159	6.8	8
tt0014160	3.6	5
tt0014164	7.1	7
tt0014165	5.0	6
tt0014167	8.2	5
tt0014168	6.4	21
tt0014171	4.8	46
tt0014174	6.6	9
tt0014175	5.6	17
tt0014177	6.6	9
tt0014179	5.8	79
tt0014181	7.0	8
tt0014183	6.7	10
tt0014186	6.0	79
tt0014187	6.7	10
tt0014188	5.1	7
tt0014189	4.0	9
tt0014191	5.6	55
tt0014193	4.6	11
tt0014196	5.4	21
tt0014202	6.2	24
tt0014203	5.0	6
tt0014205	6.2	894
tt0014207	6.6	57
tt0014211	7.2	11
tt0014218	6.9	1999
tt0014223	7.2	14
tt0014228	6.9	10
tt0014229	6.0	33
tt0014231	6.3	11
tt0014239	6.0	5
tt0014241	5.8	62
tt0014248	5.8	9
tt0014249	6.4	8
tt0014258	6.8	5
tt0014262	7.0	7
tt0014264	6.7	24
tt0014269	4.9	17
tt0014279	7.2	5
tt0014284	6.3	11
tt0014285	8.0	37
tt0014293	5.6	45
tt0014298	6.8	25
tt0014301	6.3	18
tt0014302	6.8	23
tt0014303	3.6	14
tt0014309	7.1	26
tt0014310	6.2	54
tt0014316	5.6	69
tt0014320	7.1	55
tt0014321	5.3	74
tt0014322	6.8	9
tt0014323	5.8	69
tt0014332	3.6	7
tt0014339	7.1	22
tt0014341	7.8	9925
tt0014344	4.9	7
tt0014346	7.1	23
tt0014353	6.4	10
tt0014357	5.2	63
tt0014358	7.4	4274
tt0014359	5.7	17
tt0014363	6.8	68
tt0014367	6.2	10
tt0014379	7.0	12
tt0014385	6.7	19
tt0014388	6.0	8
tt0014391	5.6	13
tt0014397	6.8	254
tt0014398	6.3	9
tt0014401	5.8	5
tt0014406	6.4	1672
tt0014407	5.6	386
tt0014408	7.1	10
tt0014411	2.6	20
tt0014414	5.0	7
tt0014416	6.5	269
tt0014417	7.5	1894
tt0014419	5.7	186
tt0014423	6.6	14
tt0014426	5.5	11
tt0014429	8.1	17847
tt0014438	4.9	26
tt0014439	7.2	10
tt0014440	7.0	533
tt0014443	6.8	9
tt0014446	6.7	248
tt0014447	6.3	58
tt0014449	7.0	12
tt0014450	5.0	52
tt0014451	5.0	8
tt0014452	6.0	8
tt0014453	4.6	7
tt0014456	8.2	5
tt0014462	1.5	11
tt0014463	6.5	376
tt0014466	5.5	46
tt0014467	5.8	29
tt0014468	7.0	62
tt0014469	6.1	66
tt0014483	2.1	7
tt0014489	6.0	7
tt0014496	6.8	43
tt0014497	7.0	827
tt0014499	7.0	51
tt0014502	5.2	8
tt0014504	4.6	9
tt0014508	5.1	11
tt0014509	6.7	64
tt0014510	6.7	12
tt0014516	7.0	348
tt0014521	6.6	8
tt0014522	6.8	28
tt0014523	6.6	7
tt0014524	6.2	135
tt0014526	6.8	6
tt0014528	6.4	11
tt0014532	6.8	1917
tt0014538	7.1	3958
tt0014539	4.4	29
tt0014542	5.9	17
tt0014543	5.2	10
tt0014547	6.6	29
tt0014553	5.9	21
tt0014558	4.9	15
tt0014560	6.2	61
tt0014563	7.0	8
tt0014567	6.3	6
tt0014570	6.9	15
tt0014577	6.6	21
tt0014582	5.8	37
tt0014584	7.1	341
tt0014586	6.6	1706
tt0014588	7.2	8
tt0014600	7.0	57
tt0014602	7.0	22
tt0014604	6.4	158
tt0014605	6.8	390
tt0014606	6.2	118
tt0014607	5.6	80
tt0014608	5.5	13
tt0014611	7.4	1540
tt0014615	6.6	15
tt0014617	5.7	27
tt0014619	7.0	99
tt0014624	7.0	4748
tt0014636	6.2	787
tt0014639	5.2	32
tt0014640	6.3	7
tt0014644	5.7	21
tt0014645	6.1	8
tt0014646	6.5	2308
tt0014647	6.8	12
tt0014650	6.6	7
tt0014651	6.6	31
tt0014652	5.9	13
tt0014653	8.0	5
tt0014656	5.4	186
tt0014657	4.8	29
tt0014658	6.3	25
tt0014659	4.9	129
tt0014660	4.7	115
tt0014661	6.1	15
tt0014662	5.3	172
tt0014663	4.6	117
tt0014664	5.3	190
tt0014665	5.8	213
tt0014667	6.4	116
tt0014668	7.0	66
tt0014672	6.4	347
tt0014673	6.6	7
tt0014679	6.1	27
tt0014682	6.9	28
tt0014689	6.2	20
tt0014694	6.7	2660
tt0014696	6.4	38
tt0014699	5.4	5
tt0014701	6.7	18
tt0014702	6.7	407
tt0014706	6.4	12
tt0014707	6.5	8
tt0014713	6.8	13
tt0014720	5.5	23
tt0014721	5.8	134
tt0014733	6.9	14
tt0014734	6.1	25
tt0014741	1.8	12
tt0014749	6.4	81
tt0014752	6.8	16
tt0014756	5.0	10
tt0014759	6.3	43
tt0014760	6.9	208
tt0014762	6.6	20
tt0014763	6.8	122
tt0014764	6.0	5
tt0014767	7.2	10
tt0014770	6.5	213
tt0014774	6.7	11
tt0014775	3.8	8
tt0014776	7.6	5
tt0014782	6.5	24
tt0014784	7.4	5
tt0014788	6.6	13
tt0014797	6.4	40
tt0014811	6.2	28
tt0014816	7.4	5
tt0014817	6.2	12
tt0014826	5.7	107
tt0014836	6.9	7
tt0014837	4.3	9
tt0014839	8.0	8
tt0014845	6.2	9
tt0014854	6.9	126
tt0014857	5.7	54
tt0014860	6.6	5
tt0014866	5.3	13
tt0014867	6.7	10
tt0014869	6.5	611
tt0014872	7.4	3423
tt0014874	6.3	119
